Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
35,Female,Medium,Single,No,India,Engineer,Secondary,2106,"Gardening, Gaming, Dancing",Ambivert,Entertainment
29,Male,Small,Divorced,No,United States,Engineer,Bachelor,5278,"Sports, Traveling, Reading, Gardening",Ambivert,Educational
20,Female,Large,Single,Yes,France,Sales,Bachelor,3844,"Cooking, Sports",Ambivert,Educational
43,Male,Medium,Single,No,Germany,Chef,Bachelor,2737,"Music, Gardening",Extrovert,Entertainment
35,Male,Large,Single,No,United States,Developer,Secondary,2398,"Dancing, Art, Sports, Reading",Extrovert,Entertainment
34,Female,Large,Married,No,Spain,Teacher,Bachelor,3508,"Gaming, Music, Gardening",Ambivert,Entertainment
30,Male,Medium,Married,No,Japan,Manager,Secondary,1195,"Gardening, Reading, Gaming, Traveling",Ambivert,Educational
62,Male,Large,Widowed,No,United States,Student,PhD,4040,"Art, Photography, Music, Traveling",Introvert,Educational
47,Female,Medium,Married,No,Japan,Unemployed,Secondary,2056,"Cooking, Traveling, Photography",Ambivert,Educational
38,Female,Medium,Single,No,Brazil,Doctor,Master,3645,"Traveling, Music, Art",Ambivert,Entertainment
27,Female,Small,Divorced,No,Canada,Designer,Bachelor,2574,"Gardening, Traveling",Extrovert,Entertainment
56,Female,Small,Divorced,No,Spain,Developer,Master,2883,"Dancing, Gaming, Sports, Traveling",Extrovert,Entertainment
60,Male,Medium,Married,No,United States,Manager,Master,2292,"Music, Sports, Art",Introvert,Educational
19,Female,Medium,Married,No,Brazil,Manager,Master,3007,"Sports, Dancing",Extrovert,Entertainment
62,Male,Medium,Married,Yes,Germany,Designer,Bachelor,5467,"Reading, Music, Gaming",Extrovert,Educational
51,Male,Large,Single,No,Japan,Student,Secondary,4862,"Sports, Gardening, Art, Dancing",Ambivert,Entertainment
22,Male,Medium,Divorced,No,France,Artist,Bachelor,3625,"Traveling, Reading, Sports, Music",Extrovert,Entertainment
54,Female,Small,Widowed,No,India,Student,Primary,3170,"Art, Reading, Dancing",Ambivert,Educational
23,Female,Medium,Married,No,Canada,Unemployed,Secondary,4213,"Art, Dancing, Gardening",Ambivert,Entertainment
20,Female,Small,Single,No,Nigeria,Engineer,Master,4556,"Music, Sports",Extrovert,Entertainment
23,Female,Large,Single,No,Japan,Artist,Bachelor,2204,"Reading, Gaming, Dancing",Introvert,Entertainment
40,Male,Medium,Divorced,No,India,Manager,Secondary,3107,"Traveling, Sports",Ambivert,Educational
47,Female,Medium,Divorced,Yes,Nigeria,Designer,Master,1014,"Reading, Music, Gardening",Extrovert,Educational
37,Male,Medium,Married,Yes,Canada,Teacher,Primary,4548,"Music, Photography, Dancing",Extrovert,Entertainment
23,Female,Medium,Divorced,No,India,Manager,Master,5678,"Traveling, Reading, Dancing, Gaming",Introvert,Educational
27,Female,Medium,Married,No,Canada,Doctor,Master,3296,"Traveling, Photography, Sports",Ambivert,Educational
58,Male,Small,Divorced,Yes,Canada,Doctor,Secondary,650,"Music, Reading",Introvert,Educational
64,Male,Medium,Single,No,Poland,Manager,Secondary,3931,"Photography, Sports",Extrovert,Entertainment
54,Male,Large,Single,Yes,Brazil,Developer,PhD,2115,"Sports, Gaming",Ambivert,Educational
22,Male,Small,Married,Yes,France,Manager,Secondary,2404,"Dancing, Gaming, Photography",Ambivert,Entertainment
57,Female,Medium,Single,No,Canada,Manager,PhD,3952,"Sports, Photography",Extrovert,Educational
51,Female,Small,Single,No,India,Sales,Bachelor,3505,"Sports, Dancing, Gardening",Ambivert,Entertainment
43,Male,Medium,Married,No,Nigeria,Developer,Secondary,2614,"Sports, Art, Cooking, Traveling",Ambivert,Educational
24,Female,Small,Single,Yes,France,Designer,Bachelor,2420,"Gaming, Music, Photography, Art",Ambivert,Entertainment
65,Male,Large,Married,No,Nigeria,Sales,Bachelor,3351,"Reading, Traveling",Ambivert,Educational
39,Male,Small,Single,Yes,Spain,Doctor,Secondary,2709,"Photography, Sports",Ambivert,Educational
20,Male,Medium,Married,No,Canada,Engineer,Bachelor,1869,"Dancing, Gaming, Music",Extrovert,Entertainment
28,Female,Small,Single,Yes,Germany,Artist,Secondary,2801,"Dancing, Sports, Traveling, Reading",Introvert,Entertainment
37,Female,Medium,Married,Yes,Brazil,Teacher,Primary,3608,"Traveling, Gardening, Art, Reading",Ambivert,Educational
20,Female,Small,Married,No,India,Sales,Master,2986,"Reading, Dancing, Traveling, Photography",Ambivert,Educational
33,Female,Medium,Single,No,India,Designer,Bachelor,1504,"Music, Cooking",Introvert,Entertainment
40,Male,Large,Single,No,Germany,Teacher,Bachelor,4387,"Gardening, Art, Gaming",Extrovert,Entertainment
63,Female,Small,Single,Yes,Brazil,Sales,Bachelor,600,"Reading, Sports, Photography",Ambivert,Educational
22,Male,Large,Single,Yes,Brazil,Teacher,Bachelor,2664,"Photography, Music, Gaming, Traveling",Introvert,Entertainment
45,Female,Medium,Single,No,India,Sales,Secondary,2456,"Reading, Gardening, Art, Traveling",Ambivert,Educational
61,Male,Medium,Single,Yes,France,Manager,Master,3378,"Gaming, Traveling, Art",Ambivert,Educational
56,Female,Medium,Married,No,India,Engineer,Bachelor,3874,"Dancing, Reading, Cooking",Ambivert,Educational
62,Male,Small,Single,No,Japan,Designer,Master,4552,"Reading, Cooking",Introvert,Educational
26,Female,Medium,Single,Yes,India,Artist,Master,2345,"Reading, Traveling, Gaming",Introvert,Educational
56,Male,Small,Single,No,Nigeria,Chef,Bachelor,3904,"Photography, Sports, Dancing, Reading",Introvert,Educational
64,Female,Medium,Married,Yes,United States,Designer,Bachelor,3435,"Gardening, Reading, Photography",Ambivert,Educational
33,Female,Medium,Married,No,United States,Teacher,Primary,1146,"Gardening, Art, Music, Photography",Ambivert,Entertainment
41,Female,Large,Married,No,India,Unemployed,Secondary,5481,"Reading, Gardening, Photography, Traveling",Ambivert,Educational
43,Female,Small,Married,No,India,Engineer,Bachelor,1473,"Music, Reading, Dancing, Photography",Introvert,Entertainment
41,Male,Large,Married,No,Nigeria,Developer,Secondary,3703,"Reading, Cooking, Music, Traveling",Ambivert,Educational
31,Female,Small,Single,No,Brazil,Chef,Secondary,3668,"Reading, Dancing, Sports",Ambivert,Entertainment
64,Male,Medium,Single,Yes,Japan,Sales,Bachelor,3531,"Traveling, Art",Extrovert,Educational
63,Male,Medium,Married,No,Spain,Developer,Secondary,2607,"Music, Gaming, Traveling, Art",Introvert,Entertainment
36,Female,Small,Single,No,United States,Sales,Secondary,4193,"Cooking, Dancing, Traveling, Reading",Ambivert,Educational
56,Female,Small,Married,No,Germany,Engineer,Bachelor,1328,"Gaming, Sports",Ambivert,Educational
37,Male,Medium,Married,No,Nigeria,Designer,Secondary,3121,"Dancing, Art, Gaming",Ambivert,Entertainment
56,Male,Small,Married,No,Poland,Student,Secondary,2523,"Traveling, Dancing",Ambivert,Entertainment
46,Female,Medium,Married,Yes,India,Chef,Secondary,2387,"Reading, Sports",Introvert,Educational
40,Male,Large,Divorced,Yes,Nigeria,Engineer,Bachelor,3714,"Gardening, Traveling",Introvert,Educational
24,Female,Medium,Single,No,United States,Teacher,Master,4493,"Music, Art",Extrovert,Entertainment
49,Female,Small,Single,No,Japan,Unemployed,Secondary,2788,"Reading, Gaming, Art, Sports",Ambivert,Educational
33,Male,Small,Divorced,No,Brazil,Designer,Bachelor,4137,"Dancing, Gaming",Ambivert,Entertainment
28,Male,Small,Married,No,Japan,Manager,Secondary,3260,"Reading, Sports, Gardening",Ambivert,Educational
27,Female,Medium,Single,Yes,Japan,Teacher,Bachelor,2129,"Cooking, Sports, Art, Dancing",Introvert,Entertainment
65,Male,Medium,Single,No,Germany,Sales,Secondary,2890,"Sports, Traveling, Dancing",Ambivert,Entertainment
22,Female,Small,Single,Yes,Japan,Engineer,Master,2841,"Cooking, Reading, Sports",Ambivert,Educational
56,Male,Small,Married,No,Canada,Engineer,Bachelor,2364,"Music, Dancing, Cooking, Gaming",Introvert,Entertainment
59,Female,Medium,Single,Yes,France,Engineer,Bachelor,3714,"Music, Sports, Traveling",Extrovert,Entertainment
19,Female,Medium,Single,Yes,France,Unemployed,Primary,3482,"Dancing, Art",Introvert,Entertainment
46,Male,Medium,Single,Yes,Germany,Engineer,Master,1291,"Sports, Dancing",Ambivert,Educational
45,Female,Large,Widowed,Yes,Canada,Developer,Secondary,1218,"Photography, Gaming, Cooking, Dancing",Ambivert,Entertainment
35,Male,Small,Married,No,Nigeria,Artist,Bachelor,3710,"Music, Reading",Extrovert,Educational
50,Male,Medium,Married,Yes,France,Chef,Master,2222,"Traveling, Music",Extrovert,Entertainment
37,Female,Large,Divorced,No,Canada,Doctor,Bachelor,3562,"Art, Cooking, Music",Ambivert,Entertainment
39,Male,Medium,Single,No,India,Student,Master,4137,"Art, Gaming, Music, Sports",Ambivert,Educational
38,Female,Large,Married,No,United States,Engineer,Bachelor,1675,"Traveling, Dancing, Reading",Extrovert,Entertainment
56,Male,Large,Married,No,Nigeria,Unemployed,Master,1506,"Cooking, Sports, Gardening, Gaming",Ambivert,Educational
48,Female,Medium,Married,Yes,Canada,Doctor,Secondary,5209,"Sports, Photography",Introvert,Educational
36,Male,Medium,Married,No,Nigeria,Engineer,Secondary,3622,"Music, Dancing, Gaming, Cooking",Extrovert,Entertainment
62,Male,Medium,Divorced,No,United States,Engineer,Bachelor,2697,"Traveling, Sports, Dancing, Music",Ambivert,Entertainment
56,Male,Medium,Single,No,Germany,Chef,Bachelor,2079,"Music, Art, Cooking, Dancing",Introvert,Entertainment
62,Female,Medium,Single,Yes,Poland,Artist,Bachelor,2587,"Dancing, Music, Cooking, Photography",Extrovert,Entertainment
53,Female,Medium,Married,Yes,Nigeria,Manager,Bachelor,1771,"Photography, Gardening, Reading",Extrovert,Educational
36,Male,Large,Single,Yes,India,Unemployed,Bachelor,4260,"Art, Cooking, Gaming, Sports",Introvert,Educational
55,Male,Small,Married,No,India,Teacher,Secondary,2268,"Dancing, Gaming, Art",Ambivert,Entertainment
33,Male,Small,Single,No,Spain,Developer,Secondary,4512,"Music, Gardening",Introvert,Entertainment
31,Female,Medium,Married,No,Canada,Artist,Master,2719,"Dancing, Cooking, Gaming",Extrovert,Entertainment
39,Female,Small,Married,No,Poland,Engineer,Secondary,1948,"Cooking, Traveling, Sports, Music",Extrovert,Entertainment
64,Male,Medium,Divorced,Yes,Brazil,Student,Secondary,2688,"Traveling, Photography, Reading, Cooking",Extrovert,Educational
45,Male,Small,Married,Yes,Canada,Manager,Bachelor,600,"Dancing, Sports",Introvert,Entertainment
36,Female,Medium,Widowed,No,Germany,Unemployed,Secondary,3055,"Art, Gardening",Introvert,Educational
40,Female,Medium,Married,No,Brazil,Manager,Bachelor,2996,"Gardening, Cooking",Ambivert,Educational
31,Female,Small,Married,Yes,Nigeria,Unemployed,Bachelor,4190,"Gardening, Gaming, Cooking",Introvert,Entertainment
49,Female,Small,Married,No,Germany,Doctor,Bachelor,936,"Sports, Gardening",Introvert,Educational
34,Male,Medium,Married,Yes,Poland,Sales,Master,4594,"Art, Cooking, Music, Gaming",Introvert,Educational
44,Female,Medium,Married,No,United States,Manager,Master,4185,"Cooking, Gardening, Music",Ambivert,Educational
35,Male,Medium,Single,No,India,Student,Bachelor,4702,"Dancing, Traveling, Art, Gardening",Ambivert,Educational
33,Female,Small,Single,No,Brazil,Artist,PhD,3137,"Cooking, Photography",Extrovert,Educational
64,Female,Small,Married,No,United States,Chef,Secondary,4417,"Gaming, Photography",Introvert,Educational
34,Male,Small,Single,Yes,Japan,Sales,Secondary,1435,"Music, Reading, Traveling, Photography",Extrovert,Educational
21,Male,Small,Married,No,Spain,Manager,Bachelor,4056,"Gaming, Reading, Cooking, Gardening",Ambivert,Educational
36,Male,Large,Single,No,France,Designer,Bachelor,2275,"Cooking, Photography, Dancing",Ambivert,Entertainment
43,Male,Small,Single,Yes,Nigeria,Designer,Secondary,1218,"Dancing, Cooking, Gardening",Ambivert,Entertainment
22,Female,Small,Married,No,France,Sales,Secondary,1851,"Traveling, Photography",Extrovert,Entertainment
32,Male,Large,Single,No,Canada,Engineer,Secondary,3207,"Dancing, Cooking",Introvert,Entertainment
25,Female,Medium,Divorced,Yes,Brazil,Engineer,Secondary,2211,"Dancing, Sports, Traveling",Extrovert,Entertainment
42,Male,Medium,Widowed,No,Canada,Developer,Secondary,3651,"Music, Cooking",Ambivert,Entertainment
52,Male,Medium,Married,Yes,Japan,Engineer,Master,1030,"Gardening, Gaming",Ambivert,Educational
64,Male,Large,Single,No,United States,Developer,Master,647,"Cooking, Traveling",Extrovert,Educational
36,Female,Small,Single,Yes,Canada,Unemployed,Bachelor,4847,"Traveling, Dancing, Gaming",Ambivert,Entertainment
59,Female,Small,Married,No,Germany,Chef,Bachelor,4285,"Reading, Cooking, Art, Gaming",Ambivert,Educational
28,Female,Large,Single,No,France,Designer,Primary,1941,"Art, Music, Sports, Traveling",Ambivert,Entertainment
55,Male,Large,Divorced,Yes,India,Artist,Bachelor,3196,"Art, Gardening, Cooking",Ambivert,Educational
45,Male,Large,Widowed,No,Nigeria,Designer,Bachelor,4423,"Art, Sports, Music",Extrovert,Entertainment
54,Male,Medium,Single,No,Poland,Teacher,Master,3703,"Reading, Photography, Sports",Extrovert,Educational
54,Male,Large,Married,No,Canada,Student,Secondary,3378,"Cooking, Sports, Traveling",Extrovert,Entertainment
43,Female,Medium,Married,No,United States,Engineer,Master,4514,"Art, Music",Extrovert,Educational
30,Male,Medium,Married,No,France,Sales,Master,2323,"Gaming, Music",Ambivert,Educational
43,Male,Large,Single,No,Poland,Sales,Secondary,3237,"Cooking, Photography, Reading, Dancing",Extrovert,Entertainment
57,Female,Small,Married,No,Spain,Engineer,Master,3179,"Art, Photography, Traveling",Introvert,Educational
64,Male,Small,Single,Yes,Brazil,Teacher,Secondary,2873,"Art, Photography, Reading, Music",Ambivert,Educational
62,Female,Medium,Divorced,Yes,Japan,Designer,Master,2732,"Cooking, Gardening, Gaming",Ambivert,Educational
26,Male,Large,Married,Yes,Spain,Developer,Bachelor,3287,"Cooking, Dancing",Ambivert,Entertainment
46,Female,Small,Married,No,Canada,Doctor,Bachelor,3241,"Sports, Art, Cooking",Ambivert,Educational
23,Female,Large,Divorced,No,Brazil,Doctor,Bachelor,1942,"Traveling, Cooking, Gaming, Gardening",Extrovert,Entertainment
50,Male,Medium,Married,No,Spain,Designer,Bachelor,4162,"Reading, Gardening, Traveling",Extrovert,Educational
65,Male,Medium,Married,No,Nigeria,Designer,Master,2028,"Traveling, Gaming",Extrovert,Educational
20,Female,Medium,Single,No,Poland,Manager,Master,2938,"Art, Reading",Extrovert,Educational
49,Female,Large,Married,Yes,Japan,Engineer,Bachelor,2846,"Art, Music, Sports",Extrovert,Entertainment
63,Female,Small,Single,Yes,Japan,Engineer,Master,3630,"Gardening, Reading",Ambivert,Educational
58,Female,Medium,Divorced,No,Nigeria,Doctor,Bachelor,657,"Reading, Gaming",Introvert,Educational
36,Female,Small,Single,No,Nigeria,Engineer,Bachelor,4269,"Photography, Cooking, Dancing",Extrovert,Entertainment
22,Female,Large,Single,No,Canada,Developer,Secondary,2388,"Reading, Dancing",Introvert,Educational
62,Male,Large,Married,No,Spain,Manager,Master,4664,"Dancing, Gardening, Music, Photography",Ambivert,Entertainment
62,Male,Small,Single,No,France,Teacher,Bachelor,2626,"Sports, Music, Cooking, Traveling",Introvert,Educational
45,Male,Small,Divorced,Yes,France,Developer,Bachelor,3141,"Dancing, Gaming, Photography",Ambivert,Entertainment
64,Female,Medium,Single,No,France,Designer,Bachelor,5497,"Photography, Sports, Music, Traveling",Ambivert,Entertainment
18,Male,Medium,Single,No,Germany,Doctor,Master,2867,"Photography, Gardening, Dancing, Sports",Ambivert,Entertainment
47,Male,Large,Married,Yes,Germany,Developer,Secondary,4687,"Art, Photography",Extrovert,Entertainment
19,Female,Medium,Married,Yes,Canada,Doctor,Secondary,3247,"Photography, Art, Reading, Traveling",Introvert,Educational
62,Male,Medium,Divorced,Yes,Nigeria,Developer,Secondary,3699,"Sports, Reading, Cooking",Introvert,Educational
50,Male,Medium,Single,No,Japan,Manager,Secondary,3284,"Sports, Gaming, Gardening, Cooking",Extrovert,Entertainment
61,Female,Medium,Single,No,Brazil,Doctor,Secondary,4217,"Gaming, Traveling",Introvert,Entertainment
45,Female,Small,Single,Yes,United States,Chef,Master,2377,"Reading, Traveling, Gaming, Dancing",Ambivert,Educational
21,Female,Small,Single,Yes,Japan,Teacher,Secondary,2019,"Dancing, Reading, Traveling",Extrovert,Educational
19,Female,Medium,Married,Yes,Nigeria,Chef,Master,2434,"Reading, Sports",Ambivert,Educational
34,Female,Medium,Single,No,United States,Manager,PhD,3320,"Photography, Dancing",Introvert,Educational
53,Female,Small,Married,Yes,Brazil,Designer,Secondary,2935,"Gaming, Sports, Reading, Cooking",Ambivert,Educational
25,Female,Medium,Divorced,No,Canada,Designer,Bachelor,4052,"Traveling, Cooking, Gaming",Extrovert,Entertainment
58,Male,Small,Single,No,Canada,Manager,Secondary,4766,"Gardening, Cooking",Ambivert,Educational
29,Female,Medium,Married,No,Germany,Designer,Bachelor,2029,"Dancing, Music",Ambivert,Entertainment
41,Female,Small,Single,No,Germany,Manager,Bachelor,2319,"Dancing, Cooking, Gaming",Introvert,Entertainment
27,Female,Medium,Married,No,Germany,Developer,Bachelor,1477,"Reading, Traveling",Extrovert,Educational
40,Male,Small,Single,No,Spain,Teacher,Master,5636,"Gaming, Traveling, Gardening, Photography",Introvert,Educational
39,Male,Medium,Married,Yes,Japan,Manager,Master,3566,"Music, Art",Ambivert,Educational
18,Female,Small,Single,Yes,United States,Doctor,Bachelor,3776,"Traveling, Gardening, Reading, Cooking",Introvert,Educational
45,Male,Medium,Single,No,Spain,Manager,Master,1592,"Gaming, Photography",Extrovert,Educational
55,Female,Large,Single,Yes,Germany,Engineer,Master,3199,"Art, Reading, Gardening, Traveling",Ambivert,Educational
62,Female,Small,Single,No,Brazil,Manager,Bachelor,3811,"Photography, Sports",Introvert,Educational
33,Male,Medium,Divorced,No,Nigeria,Unemployed,Primary,2897,"Gaming, Sports, Traveling",Introvert,Educational
60,Male,Medium,Single,Yes,Japan,Artist,Master,4491,"Cooking, Gardening, Art",Extrovert,Educational
60,Male,Medium,Widowed,No,Brazil,Sales,Master,5974,"Gardening, Art, Reading",Introvert,Educational
65,Male,Medium,Married,No,Poland,Unemployed,Bachelor,2064,"Cooking, Dancing, Traveling, Gardening",Ambivert,Entertainment
35,Female,Medium,Single,Yes,Germany,Engineer,Bachelor,1973,"Art, Traveling, Gaming, Dancing",Ambivert,Educational
58,Male,Medium,Single,No,India,Designer,Secondary,2147,"Sports, Art, Reading",Extrovert,Educational
45,Male,Large,Single,No,India,Sales,Bachelor,5127,"Reading, Cooking, Sports, Gaming",Ambivert,Educational
20,Female,Large,Married,Yes,Nigeria,Artist,Master,4451,"Music, Photography, Cooking, Gardening",Extrovert,Entertainment
30,Female,Small,Single,Yes,Brazil,Teacher,Master,3037,"Art, Dancing",Introvert,Entertainment
50,Male,Medium,Divorced,No,Germany,Developer,Secondary,3244,"Cooking, Sports, Dancing, Gardening",Ambivert,Entertainment
25,Female,Small,Single,Yes,Brazil,Manager,Primary,2220,"Dancing, Gaming",Introvert,Entertainment
38,Female,Medium,Single,No,Nigeria,Manager,Secondary,4268,"Gardening, Cooking",Ambivert,Educational
55,Male,Small,Single,No,Poland,Designer,Secondary,2744,"Reading, Cooking, Dancing, Gardening",Ambivert,Educational
25,Female,Small,Married,No,Nigeria,Manager,Master,2888,"Cooking, Gardening, Gaming, Dancing",Ambivert,Entertainment
41,Male,Medium,Married,No,Canada,Chef,Primary,3931,"Photography, Reading, Art",Extrovert,Educational
28,Male,Large,Divorced,Yes,Nigeria,Artist,Master,2974,"Dancing, Traveling, Photography, Art",Extrovert,Entertainment
43,Female,Small,Single,Yes,Japan,Designer,Bachelor,2918,"Dancing, Cooking",Ambivert,Entertainment
29,Female,Medium,Single,No,United States,Developer,Bachelor,3213,"Gardening, Music",Ambivert,Entertainment
64,Female,Medium,Married,No,Nigeria,Unemployed,Bachelor,4154,"Traveling, Art, Gardening",Ambivert,Educational
21,Male,Large,Married,No,Poland,Manager,Master,5176,"Art, Dancing, Cooking",Extrovert,Entertainment
64,Male,Medium,Married,Yes,India,Teacher,Bachelor,3903,"Traveling, Music",Introvert,Educational
56,Female,Small,Single,No,United States,Manager,Secondary,4164,"Music, Photography, Traveling",Ambivert,Entertainment
59,Female,Small,Married,Yes,Brazil,Designer,Bachelor,2960,"Traveling, Photography",Ambivert,Educational
58,Male,Medium,Single,No,United States,Manager,Bachelor,2351,"Photography, Gaming",Ambivert,Educational
27,Male,Small,Widowed,No,Spain,Unemployed,Secondary,3985,"Cooking, Music",Ambivert,Entertainment
62,Male,Large,Single,Yes,Canada,Doctor,Master,3405,"Sports, Gaming, Photography",Introvert,Educational
46,Male,Large,Married,Yes,Japan,Artist,Bachelor,1493,"Dancing, Sports, Gaming",Introvert,Entertainment
64,Female,Large,Single,No,Japan,Student,Secondary,2806,"Sports, Reading",Extrovert,Educational
60,Male,Small,Married,No,Poland,Chef,Bachelor,3101,"Cooking, Music, Sports, Photography",Introvert,Entertainment
45,Male,Medium,Divorced,Yes,India,Engineer,Secondary,2587,"Reading, Cooking, Sports",Ambivert,Educational
35,Female,Medium,Divorced,Yes,Canada,Student,Bachelor,4978,"Music, Cooking, Photography",Ambivert,Entertainment
23,Male,Small,Married,Yes,Nigeria,Manager,Secondary,3776,"Gaming, Art, Dancing",Ambivert,Entertainment
22,Male,Small,Single,Yes,Germany,Designer,Secondary,4848,"Gardening, Music, Cooking, Photography",Ambivert,Educational
36,Male,Small,Married,Yes,Poland,Engineer,Secondary,3516,"Sports, Dancing, Gaming, Music",Extrovert,Entertainment
56,Female,Medium,Married,No,France,Doctor,Bachelor,3298,"Traveling, Photography",Ambivert,Educational
42,Female,Large,Married,No,Spain,Designer,Secondary,2076,"Art, Cooking",Introvert,Entertainment
41,Female,Large,Single,No,Brazil,Teacher,Secondary,3214,"Sports, Music, Gardening",Introvert,Entertainment
29,Male,Small,Single,Yes,United States,Doctor,Secondary,3216,"Dancing, Gaming",Ambivert,Entertainment
45,Female,Medium,Single,No,Brazil,Designer,Secondary,1559,"Gardening, Gaming, Photography",Ambivert,Educational
48,Female,Small,Married,No,Canada,Teacher,Bachelor,2553,"Photography, Reading, Gaming",Extrovert,Educational
65,Female,Small,Single,Yes,Japan,Unemployed,Secondary,2812,"Cooking, Reading, Sports",Ambivert,Educational
53,Female,Small,Single,No,United States,Doctor,Bachelor,3696,"Music, Dancing, Photography, Reading",Ambivert,Entertainment
47,Male,Medium,Married,Yes,India,Engineer,Bachelor,3754,"Reading, Gardening, Sports, Art",Extrovert,Educational
61,Male,Medium,Married,No,France,Manager,Secondary,2502,"Dancing, Traveling",Extrovert,Entertainment
38,Male,Large,Divorced,Yes,India,Artist,Bachelor,3763,"Art, Gaming, Sports",Ambivert,Entertainment
62,Female,Large,Single,No,Canada,Designer,Bachelor,2982,"Reading, Art, Gaming, Photography",Ambivert,Educational
35,Male,Small,Single,No,Canada,Teacher,Bachelor,600,"Sports, Traveling, Art",Introvert,Educational
24,Male,Medium,Married,No,Brazil,Student,Bachelor,2618,"Photography, Music",Ambivert,Entertainment
38,Male,Small,Single,No,United States,Manager,Secondary,4495,"Music, Gardening, Art, Gaming",Introvert,Entertainment
24,Male,Medium,Married,Yes,France,Designer,Bachelor,1182,"Reading, Traveling, Music",Ambivert,Educational
23,Male,Medium,Single,Yes,Brazil,Chef,PhD,3335,"Dancing, Cooking",Extrovert,Entertainment
60,Female,Small,Married,No,Canada,Unemployed,Bachelor,5102,"Gaming, Dancing, Traveling, Art",Ambivert,Entertainment
56,Male,Small,Single,No,Nigeria,Sales,Bachelor,2287,"Cooking, Sports, Gardening, Photography",Introvert,Educational
28,Male,Small,Married,Yes,Japan,Teacher,Bachelor,3203,"Photography, Sports",Introvert,Educational
58,Male,Small,Married,No,Germany,Sales,Master,1635,"Reading, Gardening, Gaming, Traveling",Extrovert,Educational
21,Female,Large,Single,Yes,France,Manager,Secondary,5153,"Art, Cooking",Introvert,Entertainment
31,Male,Small,Married,No,Germany,Developer,Bachelor,3100,"Music, Reading",Ambivert,Educational
51,Male,Medium,Married,No,Poland,Teacher,Bachelor,3256,"Music, Sports, Cooking, Dancing",Extrovert,Entertainment
32,Male,Large,Married,No,Spain,Sales,Bachelor,4825,"Art, Cooking",Introvert,Entertainment
53,Male,Medium,Single,No,India,Student,Bachelor,3994,"Reading, Dancing",Ambivert,Educational
59,Female,Medium,Single,Yes,India,Designer,Bachelor,2149,"Cooking, Music, Gardening",Introvert,Entertainment
21,Male,Large,Married,Yes,Poland,Student,Bachelor,2423,"Cooking, Art, Traveling",Ambivert,Entertainment
19,Male,Small,Married,Yes,Japan,Doctor,Bachelor,3794,"Music, Gardening, Traveling",Introvert,Entertainment
63,Female,Small,Married,Yes,Poland,Designer,Secondary,2451,"Traveling, Gardening",Introvert,Educational
42,Female,Medium,Single,Yes,Germany,Engineer,Master,659,"Sports, Reading, Cooking",Introvert,Educational
42,Female,Medium,Divorced,Yes,Germany,Teacher,Secondary,3136,"Cooking, Dancing",Extrovert,Educational
40,Female,Large,Single,Yes,Poland,Unemployed,Secondary,1424,"Cooking, Gardening, Gaming",Ambivert,Entertainment
38,Female,Small,Single,Yes,India,Doctor,Secondary,5140,"Cooking, Dancing, Gardening",Extrovert,Entertainment
51,Male,Medium,Married,No,Spain,Sales,Bachelor,3412,"Dancing, Gaming, Art, Music",Ambivert,Entertainment
45,Male,Medium,Married,No,United States,Engineer,Bachelor,2114,"Traveling, Art",Extrovert,Entertainment
25,Female,Large,Married,No,United States,Artist,Bachelor,2362,"Art, Music, Gaming",Ambivert,Entertainment
48,Male,Small,Single,No,Brazil,Doctor,Bachelor,933,"Art, Photography, Reading, Sports",Ambivert,Educational
50,Female,Small,Single,No,Poland,Manager,Secondary,1881,"Traveling, Gardening, Sports",Ambivert,Educational
23,Male,Large,Married,No,United States,Designer,Secondary,4420,"Art, Dancing",Introvert,Entertainment
36,Female,Medium,Single,No,India,Designer,Master,5878,"Dancing, Gardening",Extrovert,Entertainment
55,Female,Small,Married,No,France,Student,Master,4072,"Sports, Gaming, Gardening, Art",Extrovert,Educational
47,Female,Small,Married,Yes,Canada,Doctor,Master,3090,"Reading, Gaming, Photography",Introvert,Educational
24,Male,Large,Single,Yes,United States,Manager,Primary,2682,"Cooking, Art, Reading, Traveling",Extrovert,Educational
19,Male,Medium,Married,No,India,Sales,Master,2052,"Music, Gaming",Introvert,Entertainment
45,Female,Medium,Divorced,Yes,Poland,Engineer,Master,5672,"Music, Dancing, Reading",Ambivert,Educational
40,Male,Large,Married,Yes,Nigeria,Doctor,Bachelor,2974,"Sports, Photography, Art, Gardening",Extrovert,Entertainment
64,Female,Small,Single,Yes,United States,Artist,Bachelor,5739,"Gaming, Traveling, Music",Introvert,Entertainment
43,Female,Small,Married,No,Canada,Unemployed,Secondary,4872,"Reading, Cooking, Traveling, Art",Introvert,Educational
62,Female,Medium,Divorced,No,India,Developer,Bachelor,1111,"Gaming, Dancing, Sports",Extrovert,Entertainment
28,Male,Large,Married,No,India,Developer,Master,2401,"Music, Traveling",Ambivert,Entertainment
39,Male,Small,Single,Yes,Poland,Developer,Bachelor,2397,"Gaming, Gardening",Ambivert,Educational
24,Male,Medium,Single,Yes,Brazil,Chef,Primary,3104,"Traveling, Cooking",Extrovert,Entertainment
45,Male,Small,Married,Yes,India,Sales,Bachelor,3128,"Reading, Art, Sports",Introvert,Educational
